"STRUCTURE","STRUCTURE_ID","ACTION","FREQ","REF_AREA","INDICATOR","FINANCIAL_SECTOR","UNIT_MEASURE","TIME_PERIOD","OBS_VALUE","AGG_METHOD","UNIT_TYPE","DECIMALS","DATABASE_ID","TIME_FORMAT","UNIT_MULT","OBS_STATUS","OBS_CONF","DERIVATION_TYPE","FREQ_LABEL","REF_AREA_LABEL","INDICATOR_LABEL","FINANCIAL_SECTOR_LABEL","UNIT_MEASURE_LABEL","AGG_METHOD_LABEL","UNIT_TYPE_LABEL","DECIMALS_LABEL","DATABASE_ID_LABEL","TIME_FORMAT_LABEL","UNIT_MULT_LABEL","OBS_STATUS_LABEL","OBS_CONF_LABEL","DERIVATION_TYPE_LABEL"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2014-M11","59.6855183796774","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2014-M12","59.36847447384258","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M01","63.24343701228672","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M02","62.13041945559813","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M03","62.51108187087198","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M04","62.52450835429984","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M05","62.14429928835708","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M06","61.72211944741713","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M07","61.6747417641109","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M08","61.75002090101534","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M09","61.76260805550884","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M10","61.98082374292551","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M11","62.03452334895596","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2015-M12","61.19508496917317","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M01","64.64721756256536","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M02","63.99715641348358","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M03","62.34189818685589","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M04","62.26047723614121","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M05","61.51210659609907","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M06","60.13704523952173","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M07","60.4559702834187","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M08","60.57176482456423","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M09","60.56104847037624","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M10","60.58269505657903","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M11","60.57845856488289","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2016-M12","59.79878317105544","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M01","61.31682375799083","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M02","60.04586936747318","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M03","59.72123855285257","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M04","59.78289612752693","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M05","59.15567241763359","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M06","59.09146655029961","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M07","59.38195080823314","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M08","59.40122507281763","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M09","60.04025387074236","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M10","60.17794848201354","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M11","60.4752209657038","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2017-M12","59.00063949947529","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M01","64.61270906313004","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M02","64.01658532256252","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M03","65.81647182856104","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M04","65.86426653706605","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M05","65.61182897986568","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M06","65.51343929092554","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M07","65.24645807020795","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M08","64.99692312557237","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M09","64.4660880265857","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M10","63.36697047419317","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M11","63.46050165731935","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2018-M12","62.4405743722055","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M01","63.021960227522","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M02","63.37806358156436","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M03","64.79164371110989","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M04","64.89627707768722","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M05","64.35508217648465","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M06","63.70447116343486","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M07","63.91617859195729","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
"datastructure","WB.DEC.DG:DS_IMF_FSIC(1.0.0)","I","M","CRI","IMF_FSIC_FSI99_CFSI","S12CFSI","PT","2019-M08","63.30882228288365","_Z","RATIO","2","IMF_FSIC","602","0","A","PU","SC","Monthly","Costa Rica","Interest margin to gross income, (Core FSI)","Deposit takers","Percentage","Not Applicable","Ratio","Two","Financial Soundness Indicators (FSI), Core and Additional Indicators","CCYY","Units","Normal value","Public","IMF Staff calculations (derived value)"
